NAME,PCODE,Date,선발,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,투구,barrel,타율,LG,KIA,KT,키움,두산,한화,NC,롯데,삼성,SSG,홈경기수,원정경기수,장타,출루,OPS
LT김민수,67504,2019-09-11,4,15,0,2,1,0,0,3,1,0,0,0,0,0,9,0,0,0,66,1.0,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,0.2,0.42857142857142855,0.6285714285714286
LT김민수,67504,2019-09-16,2,5,0,1,0,0,0,1,0,0,0,1,1,0,1,2,0,0,29,0.0,0.2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.625,0.5,1.125
LT김민수,67504,2019-09-21,2,8,0,4,1,0,0,5,0,0,0,0,0,0,2,0,0,0,26,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,0.2857142857142857,0.6190476190476191
LT김민수,67504,2021-04-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LT김민수,67504,2021-04-23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.16666666666666666,0.16666666666666666
LT김민수,67504,2021-05-18,1,5,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.5,0.9
LT김민수,67504,2021-05-23,2,5,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,23,1.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.42857142857142855,0.375,0.8035714285714286
LT김민수,67504,2021-05-28,2,7,0,2,1,0,0,3,2,0,0,1,0,0,3,0,0,0,30,2.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.36363636363636365,0.21739130434782608,0.5810276679841897
LT김민수,67504,2021-06-02,5,22,2,4,1,0,1,8,3,0,0,1,0,0,7,0,0,0,90,3.0,0.18181818181818182,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.6666666666666666,0.5384615384615384,1.205128205128205
LT김민수,67504,2021-06-07,3,12,3,6,2,0,0,8,2,0,0,1,0,0,2,0,0,0,40,2.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.4,0.9
LT김민수,67504,2021-06-12,4,18,3,6,1,1,0,9,2,0,0,2,0,0,3,2,0,0,92,5.0,0.3333333333333333,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.6,0.3125,0.9125
LT김민수,67504,2021-06-17,4,15,1,5,1,0,1,9,4,0,0,0,0,0,1,0,0,1,49,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,0.2857142857142857,0.2857142857142857,0.5714285714285714
LT김민수,67504,2021-07-02,1,7,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,25,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.16666666666666666,0.2857142857142857,0.45238095238095233
LT김민수,67504,2021-08-26,1,6,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,20,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.38461538461538464,0.6846153846153846
LT김민수,67504,2021-08-31,3,10,2,2,1,0,0,3,1,0,0,1,2,0,5,1,0,0,57,0.0,0.2,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
SK김재현,76869,2018-05-15,1,2,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,10,0.0,0.5,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2222222222222222,0.3,0.5222222222222221
SK김재현,76869,2018-05-20,3,9,3,2,0,0,0,2,0,1,0,0,1,0,3,0,0,0,42,0.0,0.2222222222222222,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
SK김재현,76869,2018-05-25,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,0.5
SK김재현,76869,2018-05-30,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
SK김재현,76869,2018-06-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
SK김재현,76869,2018-06-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.8888888888888888,0.5,1.3888888888888888
